(-1.0276137771941033e-15+0j) (-9.533499390789408e-16+0j) (-3.687036184408574e-16+0j) (-5.4182090035148967e-17-1.270351840078127e-17j) (-5.4182090035148967e-17+1.270351840078127e-17j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (4.453088488123442e-17+0j) (3.344532241239814e-16+0j) (2.208691680810627e-15+0j) (0.02147921531987144+0j) (0.10009690596585154+0j) (0.12777335607061727+0j) (0.16093140774006204+0j) (0.24279418855458812+0j) (0.3184953108197392+0j) (0.3730752673577592+0j) (0.47078484267058707+0j) (0.5188056959079849+0j) (0.5594286483967755+0j) (0.6699742084126948+0j) (0.7125278813544144+0j) (0.7653894426695638+0j) (0.8152941879605314+0j) (0.9315022609034233+0j) (0.9999999999999988+0j) (0.9999999999999996+0j) (0.9999999999999998+0j) (0.9999999999999998+0j) (1.0000000000000009+0j) (1.000000000000002+0j) (1.0943185012438028+0j) (1.1444477086232163+0j) (1.4149865239346886+0j) (1.512407116761529+0j) (1.573068623801198+0j) (1.7401409367009948+0j) (1.999999999999999+0j) (2.0000000000000004+0j) (2.000000000000001+0j) (2.000000000000002+0j) (2.3111078174659845+0j) (2.3736778242081873+0j) (2.4554065977271446+0j) (2.6384048892178646+0j) (2.8788140836422853+0j) (2.999999999999998+0j) (3.000000000000002+0j) (3.0000000000000053+0j) (3.1748762087040787+0j) (3.2637018667790207+0j) (3.4149261262105175+0j) (3.436631842124331+0j) (3.708283515204581+0j) (3.9586499291486303+0j) (4.000000000000006+0j) (4.0505423364877915+0j) (4.1530783013227275+0j) (4.170086486626028+0j) (4.447876074643692+0j) (4.459197455116441+0j) (4.869134513833978+0j) (4.999999999999988+0j) (5.000000000000002+0j) (5.175766608280453+0j) (5.398880019769254+0j) (5.616826128598017+0j) (5.880746881508664+0j) (6.000000000000012+0j) (6.00000000000002+0j) (6.314279952012149+0j) (6.49055511912835+0j) (6.747686888535709+0j) (7.1873388759914505+0j) (7.397430495807291+0j) (7.758370930735506+0j) 
(-6.257029680859461e-16+0j) (-3.8270615256501354e-16-1.8387585483564694e-16j) (-3.8270615256501354e-16+1.8387585483564694e-16j) (-2.9702258036243536e-16+0j) (-2.814475970500543e-16+0j) (-1.8546291650202063e-16+0j) (-1.2669709793082566e-16-8.350118415855998e-17j) (-1.2669709793082566e-16+8.350118415855998e-17j) (-1.7780217782861116e-17+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (9.570225737268271e-17+0j) (1.332506926855197e-16-1.214616972647543e-16j) (1.332506926855197e-16+1.214616972647543e-16j) (2.9746994381376307e-16+0j) (3.4903445285090176e-16-6.348733610518307e-17j) (3.4903445285090176e-16+6.348733610518307e-17j) (5.019715732496629e-16+0j) (6.424994157539609e-16+0j) (0.22293674927707094+0j) (0.22537710049551146+0j) (0.31417253279399804+0j) (0.4384471871911697+0j) (0.5137888706754725+0j) (0.5188056959079851+0j) (0.9398848466726034+0j) (0.9999999999999976+0j) (0.999999999999998+0j) (0.9999999999999988+0j) (0.9999999999999991+0j) (0.9999999999999993+0j) (0.9999999999999997+0j) (0.9999999999999999+0j) (1+0j) (1.0000000000000002+0j) (1.0000000000000016+0j) (1.2710908388536246+0j) (1.5154640086866196+0j) (1.9999999999999938+0j) (1.9999999999999982+0j) (1.9999999999999982+0j) (1.9999999999999993+0j) (2.0000000000000018+0j) (2.000000000000004+0j) (2.000000000000004+0j) (2.0000000000000058+0j) (2.18588534642646+0j) (2.3111078174659823+0j) (2.492643608796366+0j) (2.9999999999999982+0j) (2.999999999999999+0j) (2.9999999999999996+0j) (3.000000000000001+0j) (3.0000000000000018+0j) (3.000000000000007+0j) (3.068097636714515+0j) (3.1667507277943674+0j) (3.360409337131402+0j) (3.4736949200151592+0j) (3.669788130515711+0j) (3.999999999999985+0j) (3.9999999999999996+0j) (4.170086486626044+0j) (4.228328215946637+0j) (4.561552812808831+0j) (5+0j) (5.770244638647288+0j) (5.840240381147858+0j) (6.248175653622225+0j) (6.493026455787122+0j) 
(-7.320122709648159e-16+0j) (-6.458926947311391e-16+0j) (-4.9270713163784425e-16-6.77271178599039e-17j) (-4.9270713163784425e-16+6.77271178599039e-17j) (-2.2049765756380762e-16+0j) (-1.8671020150085867e-16-2.3608560034090477e-16j) (-1.8671020150085867e-16+2.3608560034090477e-16j) (-3.6971876876343e-17+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (1.0442919540492102e-16-9.244014087291094e-17j) (1.0442919540492102e-16+9.244014087291094e-17j) (1.9554431653871114e-16-2.764186578561309e-16j) (1.9554431653871114e-16+2.764186578561309e-16j) (2.5283884096531597e-16+0j) (3.7805666410588403e-16+0j) (5.794297037770816e-16+0j) (0.2955119204078981+0j) (0.4858630706647101+0j) (0.5978696229992627+0j) (0.9999999999999979+0j) (0.9999999999999987+0j) (0.9999999999999988+0j) (0.9999999999999996+0j) (0.9999999999999996+0j) (1.0000000000000002+0j) (1.0000000000000007+0j) (1.0000000000000009+0j) (1.1449365148272215+0j) (1.9999999999999931+0j) (1.999999999999997+0j) (1.9999999999999991+0j) (2+0j) (2+0j) (2+0j) (2.0000000000000004+0j) (2.000000000000001+0j) (2.000000000000002+0j) (2.000000000000002+0j) (2.0000000000000058+0j) (2.0000000000000155+0j) (2.329504743250272+0j) (2.4280067316838077+0j) (2.4734223278601424+0j) (2.9999999999999982+0j) (2.9999999999999987+0j) (3.0000000000000053+0j) (3.963528734489071+0j) (3.999999999999991+0j) (3.9999999999999982+0j) (3.9999999999999996+0j) (4+0j) (4.000000000000001+0j) (5.000000000000002+0j) (5.0000000000000036+0j) (5.00000000000001+0j) (5.086130197651501+0j) (5.195226136166144+0j) 
-5.604381179418312e-16 -1.8880306129943222e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9969546429301147e-16 2.9485266468686177e-16 4.6649468621145365e-16 0.05310539074270878 0.10587141130536129 0.1617016942574451 0.20492451881420282 0.30809698843934685 0.351879771280601 0.38196601125010465 0.3819660112501055 0.44378074591267314 0.5805545729887553 0.6005218387047722 0.7168268643781616 0.7915522562092837 0.827879217226665 0.8988558815494524 1.0000000000000013 1.148717164920934 1.2748398135906358 1.307656641225155 1.361111441453714 1.381966011250107 1.7240303588285684 1.7739593605741482 1.9999999999999951 1.9999999999999998 2.0 2.0 2.0000000000000013 2.0109273910077277 2.364645624601187 2.486021745113961 2.497924477694088 2.6180339887498962 2.6180339887499042 2.6410089130825205 2.682036090524228 3.1622088185206016 3.269971356195219 3.3272885564164083 3.618033988749895 3.6840602817410355 3.8415755706527803 4.000000000000014 4.0215855517741845 4.283007536583713 4.587070095832572 4.708869422990965 5.012362167494148 5.635636449914362 5.894626317218528 6.12563012106639 6.54694158631831 7.178546123375985 7.306605589043633 7.85702424033603 10.238560040098807 
(-1.3133849340996823e-15+0j) (-4.516751618594538e-16+0j) (-3.5209059987876954e-16+0j) (-1.5561687181993068e-16+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (4.604076882536506e-17-2.055357172665277e-16j) (4.604076882536506e-17+2.055357172665277e-16j) (5.653927435726489e-17-4.348748079391282e-16j) (5.653927435726489e-17+4.348748079391282e-16j) (3.6885347613534255e-16+0j) (4.86643616274725e-16-1.7814866056484498e-16j) (4.86643616274725e-16+1.7814866056484498e-16j) (5.235445721921074e-16+0j) (0.14720264232102612+0j) (0.20426031329040192+0j) (0.3156143321328533+0j) (0.324869129433354+0j) (0.3365397246790407+0j) (0.3556717587292665+0j) (0.5404554400852133+0j) (0.6294585290881186+0j) (0.8771776767821604+0j) (0.9999999999999981+0j) (0.9999999999999993+0j) (0.9999999999999997+0j) (0.9999999999999999+0j) (1.0000000000000007+0j) (1.000000000000001+0j) (1.000000000000001+0j) (1.0423256334737947+0j) (1.4608111271891107+0j) (1.4867795480865753+0j) (1.5988715032890581+0j) (1.65224418293947+0j) (1.6876956401239782+0j) (1.7830555380616648+0j) (1.9999999999999971+0j) (2.000000000000002+0j) (2.0000000000000027+0j) (2.3884333074422837+0j) (2.4425306775709426+0j) (2.497806023605867+0j) (2.6044139326991447+0j) (2.6703274230219973+0j) (2.999999999999983+0j) (2.9999999999999942+0j) (3.0000000000000004+0j) (3.0000000000000018+0j) (3.000000000000002+0j) (3.000000000000004+0j) (3.0000000000000098+0j) (3.185447067814135+0j) (3.4711592195679444+0j) (3.7828696550469787+0j) (4.0000000000000036+0j) (4.000000000000004+0j) (4.000000000000005+0j) (4.000000000000007+0j) (4.017013882343848+0j) (4.214319743377534+0j) (4.309284110144258+0j) (5.196868183420546+0j) (5.371929867241998+0j) (5.858664202942377+0j) (5.906461537776916+0j) (6.156333710204637+0j) (6.281680554386613+0j) (7.092755936210714+0j) (8.10866824547621+0j) 
(-6.85140652821405e-16+0j) (-5.050535581515536e-16+0j) (-3.925910220060247e-16+0j) (-3.7285580956557477e-16+0j) (-1.5652566064073683e-16-6.824932669491629e-17j) (-1.5652566064073683e-16+6.824932669491629e-17j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (6.118812735187138e-17-8.09383692164541e-17j) (6.118812735187138e-17+8.09383692164541e-17j) (6.640833306818519e-17-2.946814585169346e-16j) (6.640833306818519e-17+2.946814585169346e-16j) (2.238838458449314e-16-9.979901059915271e-17j) (2.238838458449314e-16+9.979901059915271e-17j) (2.3102859929060084e-16+0j) (3.017597217358549e-16+0j) (6.61016842062959e-16+0j) (0.07868289230867699+0j) (0.32486912943335394+0j) (0.3579239996338681+0j) (0.5676182474847706+0j) (0.5857864376269055+0j) (0.6726028140595804+0j) (0.9999999999999989+0j) (0.9999999999999992+0j) (0.9999999999999998+0j) (1.0000000000000004+0j) (1.0000000000000009+0j) (1.0000000000000018+0j) (1.0000000000000018+0j) (1.4608111271891144+0j) (1.486139339323577+0j) (1.7098109736716471+0j) (1.9305361192678785+0j) (1.9999999999999936+0j) (1.9999999999999971+0j) (1.9999999999999982+0j) (1.9999999999999991+0j) (1.9999999999999996+0j) (2+0j) (2+0j) (2.000000000000002+0j) (2.000000000000002+0j) (2.000000000000003+0j) (2.830381986879884+0j) (2.9999999999999947+0j) (2.999999999999996+0j) (2.9999999999999996+0j) (3.0000000000000004+0j) (3.0000000000000036+0j) (3.000000000000012+0j) (3.414213562373093+0j) (3.836481830088238+0j) (4.000000000000006+0j) (4.214319743377542+0j) (4.3889580344887555+0j) (4.782311461848587+0j) (6.147159762595055+0j) (6.211392538349506+0j) 
(-3.381134572823867e-16+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (5.2616670266055864e-17-2.316814487959688e-16j) (5.2616670266055864e-17+2.316814487959688e-16j) (1.2666973184789705e-16+0j) (2.8011034849208465e-16+0j) (3.463150810214134e-16+0j) (3.9902853102684635e-16+0j) (5.634870422415116e-16+0j) (0.022724534281252033+0j) (0.07365435705784802+0j) (0.083507157741936+0j) (0.13350257210186459+0j) (0.1638450808775976+0j) (0.2463108685498368+0j) (0.3303798231749523+0j) (0.46300278744366696+0j) (0.4743205591042033+0j) (0.5694749011645313+0j) (0.6273903483867882+0j) (0.652695192686528+0j) (0.6569152081498989+0j) (0.7127586552843295+0j) (0.7370612341107963+0j) (0.9999999999999946+0j) (0.9999999999999992+0j) (0.9999999999999998+0j) (1.0000000000000002+0j) (1.0000000000000002+0j) (1.0000000000000007+0j) (1.000000000000001+0j) (1.085492027446647+0j) (1.1448846938085389+0j) (1.3196304856221819+0j) (1.3236355683650276+0j) (1.4442887298613758+0j) (1.4837453525461484+0j) (1.6316934541120989+0j) (1.6807371694674693+0j) (1.7334621015585066+0j) (1.9999999999999987+0j) (1.9999999999999993+0j) (2.0000000000000004+0j) (2.0000000000000013+0j) (2.0000000000000013+0j) (2.2043778066313706+0j) (2.3265938001330317+0j) (2.7529409688327355+0j) (2.9999999999999973+0j) (3.0000000000000107+0j) (3.000000000000011+0j) (3.087807359014157+0j) (3.1533679760494966+0j) (3.334276406627283+0j) (3.3611452401181867+0j) (3.525380780426536+0j) (3.588541483598734+0j) (3.8383046435221364+0j) (4.000000000000011+0j) (4.372033373162242+0j) (4.4444452727820485+0j) (4.786283740051911+0j) (4.835922036393702+0j) (4.917066880201761+0j) (5.370016911774691+0j) (6.055943139169822+0j) (6.216558810070343+0j) (6.233236161438793+0j) (6.31771684152899+0j) (8.076383851032054+0j) (8.406543654536101+0j) 
(-4.733356399805471e-16+0j) (-3.7830136741129684e-16+0j) (-3.0446650383288624e-16+0j) (-2.420206119895438e-16-8.006070804661825e-17j) (-2.420206119895438e-16+8.006070804661825e-17j) (-1.0920517074607504e-16+0j) (-3.9498989632097397e-17-7.12748587300491e-17j) (-3.9498989632097397e-17+7.12748587300491e-17j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (1.0544975800645422e-16-5.270770187584896e-17j) (1.0544975800645422e-16+5.270770187584896e-17j) (2.1311057523820212e-16-2.8288184049685254e-16j) (2.1311057523820212e-16+2.8288184049685254e-16j) (2.304460678096401e-16-4.4578107399556736e-17j) (2.304460678096401e-16+4.4578107399556736e-17j) (4.609249876020708e-16-1.759568272259842e-16j) (4.609249876020708e-16+1.759568272259842e-16j) (0.056082636601421765+0j) (0.2915717392480685+0j) (0.43793437577100813+0j) (0.585786437626904+0j) (0.6313506281127629+0j) (0.6613975846776631+0j) (0.7570186844034026+0j) (0.9999999999999983+0j) (0.9999999999999988+0j) (1.0000000000000002+0j) (1.0000000000000007+0j) (1.0000000000000007+0j) (1.0000000000000013+0j) (1.0000000000000016+0j) (1.0000000000000022+0j) (1.4738423977352424+0j) (1.5681242959787607+0j) (1.9999999999999993+0j) (2+0j) (2+0j) (2.000000000000001+0j) (2.0000000000000018+0j) (2.0000000000000018+0j) (2.0000000000000018+0j) (2.000000000000002+0j) (2.1280830697115873+0j) (2.5493708857423525+0j) (2.999999999999998+0j) (2.9999999999999987+0j) (3.000000000000001+0j) (3.000000000000002+0j) (3.0000000000000044+0j) (3.000000000000005+0j) (3.1002737353251426+0j) (3.39310548845891+0j) (3.4142135623730994+0j) (3.598078756686957+0j) (3.7877105974265186+0j) (4.0000000000000036+0j) (4.4093055620792185+0j) (4.699469962186613+0j) (5.107096376725495+0j) (5.35018322312889+0j) 
(-7.917025272182178e-16+0j) (-4.469845756212375e-16+0j) (-3.8603999211467523e-16+0j) (-3.035451504647978e-16-8.412102920526758e-17j) (-3.035451504647978e-16+8.412102920526758e-17j) (-5.577493760934205e-17-1.682049259732026e-16j) (-5.577493760934205e-17+1.682049259732026e-16j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (2.0946235932393013e-17-2.872728474484785e-16j) (2.0946235932393013e-17+2.872728474484785e-16j) (2.6762728310129835e-17+0j) (8.253638680038923e-17+0j) (3.2197261774736844e-16+0j) (0.08393888116918875+0j) (0.09151628809697272+0j) (0.22108667243187735+0j) (0.2493038204395725+0j) (0.2542404870861204+0j) (0.31496562685746843+0j) (0.42877500924075435+0j) (0.5188056959079858+0j) (0.5188056959079864+0j) (0.6459413668904459+0j) (0.7081533024574316+0j) (0.7381330810082187+0j) (0.9999999999999994+0j) (0.9999999999999998+0j) (1.0000000000000009+0j) (1.0000000000000022+0j) (1.3967228208286577+0j) (1.4408084667434466+0j) (1.5099171763634809+0j) (1.999999999999998+0j) (1.9999999999999987+0j) (1.999999999999999+0j) (1.9999999999999993+0j) (2+0j) (2.0000000000000004+0j) (2.0000000000000013+0j) (2.0000000000000058+0j) (2.0761451041484578+0j) (2.253536746456612+0j) (2.311107817465977+0j) (2.31110781746598+0j) (2.343415961271959+0j) (2.4616814978727173+0j) (2.999999999999997+0j) (3.0000000000000027+0j) (3.000000000000003+0j) (3.000000000000007+0j) (3.033795630589174+0j) (3.057927207926844+0j) (3.1815883823769906+0j) (3.3782354905515786+0j) (3.5915883546175187+0j) (3.8101157938834023+0j) (3.9159555371078727+0j) (4.170086486626037+0j) (4.170086486626038+0j) (4.383971815869643+0j) (5.1627531502751385+0j) (5.283613201550393+0j) (5.484165954754308+0j) (5.999999999999995+0j) (6.184099259149534+0j) (6.313907911984277+0j) 
(-5.684753202148173e-16+0j) (-3.539876405799953e-16+0j) (-2.5438221709446204e-16+0j) (-1.152793162242065e-16+0j) (-1.0985847175307796e-16+0j) (-4.6074860485117307e-17-2.2111371535115017e-16j) (-4.6074860485117307e-17+2.2111371535115017e-16j) (-3.367702055640532e-17+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (9.667511702105194e-17+0j) (4.794719476786743e-16+0j) (5.49777903348043e-16+0j) (0.13326124493053526+0j) (0.16086107291949503+0j) (0.17194348540851512+0j) (0.28080957109838867+0j) (0.3250373440107627+0j) (0.4384471871911701+0j) (0.5009239123230038+0j) (0.5528297669724306+0j) (0.6726438876662791+0j) (0.6972243622680059+0j) (0.7872572987794845+0j) (0.8517452563801745+0j) (0.9601418160343487+0j) (0.9999999999999996+0j) (0.9999999999999998+0j) (1.0000000000000002+0j) (1.0000000000000004+0j) (1.0000000000000007+0j) (1.0000000000000018+0j) (1.5709744410980777+0j) (1.9999999999999978+0j) (1.999999999999999+0j) (1.9999999999999993+0j) (2+0j) (2.0000000000000004+0j) (2.000000000000002+0j) (2.0000000000000058+0j) (2.0828343898538924+0j) (2.3939825707352256+0j) (2.4262492808924057+0j) (2.4898184730437296+0j) (2.495755938604965+0j) (2.6902258350022836+0j) (2.8849114747305484+0j) (2.999999999999999+0j) (3.000000000000016+0j) (3.3662221597875677+0j) (3.5256721920934124+0j) (3.9999999999999987+0j) (4.000000000000009+0j) (4.152154353899627+0j) (4.173707003713593+0j) (4.302775637732006+0j) (4.389474255383301+0j) (4.5615528128088245+0j) (4.939765764538377+0j) (5.000000000000015+0j) (5.0913427760289895+0j) (5.247327638833433+0j) (5.451630432845483+0j) (6.136882709288175+0j) (6.410187848766397+0j) (7.683425804337168+0j) 
(-9.228113693006664e-16+0j) (-5.156776755279391e-16+0j) (-2.5364566597552796e-16+0j) (-2.3512399055488637e-16-2.2109046242330512e-16j) (-2.3512399055488637e-16+2.2109046242330512e-16j) (-1.6373592291974554e-16+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (2.880232668406955e-18+0j) (3.701046529782157e-16+0j) (1.5601162558399626e-15+0j) (0.09215935891598098+0j) (0.1315962020580002+0j) (0.15875611353572522+0j) (0.3551422384165443+0j) (0.4070791417697853+0j) (0.4141376338434681+0j) (0.478496413423735+0j) (0.6372190083148874+0j) (0.6776249050836278+0j) (0.7586684057363312+0j) (0.7639320225002124+0j) (0.8358756155378284+0j) (0.9743377708292267+0j) (0.9999999999999978+0j) (0.9999999999999989+0j) (0.9999999999999994+0j) (0.9999999999999994+0j) (1+0j) (1.0000000000000007+0j) (1.1964609679370128+0j) (1.2524640774332731+0j) (1.2601609075103108+0j) (1.9999999999999918+0j) (1.9999999999999976+0j) (2.0000000000000004+0j) (2.0000000000000004+0j) (2.1831274618058965+0j) (2.5013526731901963+0j) (2.6286160065304456+0j) (2.889425767858293+0j) (2.9999999999999996+0j) (3.000000000000001+0j) (3.0000000000000027+0j) (3.0000000000000133+0j) (3.1364960889672036+0j) (3.362548570863906+0j) (3.5950461335977346+0j) (3.6759904410293243+0j) (3.707565174358821+0j) (3.856892379686269+0j) (3.942841168618213+0j) (3.9999999999999987+0j) (3.999999999999999+0j) (4.000000000000002+0j) (4.494620872293048+0j) (4.9999999999999964+0j) (5.000000000000023+0j) (5.000000000000026+0j) (5.017712100966678+0j) (5.0706229342201405+0j) (5.236067977499795+0j) (5.534257098968258+0j) (5.570262349769863+0j) (5.656298849709176+0j) (6.0399467132822044+0j) (6.235379531952025+0j) (6.729104709069806+0j) (6.746187709670365+0j) (7.07935577866509+0j) (7.716170724581358+0j) 
