0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.340455911230212e-17 2.954763571959364e-16 0.19922863909294117 0.44851190586442763 0.7763297977739098 0.8419515471099737 1.2424517324093052 1.4625979883677795 1.5676139248558723 2.2187394630232693 2.835138546162559 3.000000000000001 3.0000000000000018 3.056789344894626 3.2126610954361703 3.3735930540764176 4.039863560955195 4.632696386603914 5.922785673146365 6.283277988539331 8.147293069404267 8.513089584990592 9.225386697293107 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.9204261469531434e-16 5.722673162550387e-16 0.2994094495877136 0.9528021057733462 0.9999999999999999 1.531153036738516 1.643641683930501 1.9616103423705975 1.999999999999999 2.1386558489607204 2.534830758804387 2.9999999999999933 3.0000000000000004 3.538928932031716 4.01982874029056 4.506916173235294 6.068150888646761 6.99567704812873 8.407578189608408 10.260608206482715 12.140208595410053 
-2.220446049250313e-16 -2.006610403809324e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7284177684184071e-16 3.703634621210483e-16 0.48586307066470824 0.5188056959079848 0.999999999999999 0.9999999999999999 1.0 1.000000000000001 2.3111078174659814 2.4280067316837983 3.0 3.0 3.0000000000000018 4.170086486626034 5.086130197651492 
-1.0418329576477756e-16 -3.367702055640532e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.6850765874759676e-16 0.4659298032772689 0.9999999999999998 0.9999999999999998 0.9999999999999999 2.0 2.4826959549916956 2.999999999999997 2.999999999999999 3.000000000000001 3.0000000000000018 6.051374241731045 
-3.128454555206826e-16 -2.4073559035442017e-16 -6.648887892087531e-17 -2.86129970707326e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.1892999696828592e-16 0.3819660112501055 0.5606883283161248 0.9999999999999996 1.0000000000000002 1.0000000000000002 1.999999999999999 2.0 2.3388796858734957 2.618033988749894 2.9999999999999964 2.999999999999999 3.0000000000000013 6.100431985810378 
-5.092706215127647e-16 -1.6075862547104487e-16 -3.367702055640532e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2943193823427113e-16 0.41163600931489575 0.7530203962825326 0.9999999999999998 1.0000000000000002 1.4064206546327103 1.9999999999999987 2.0 2.4450418679126287 2.999999999999999 3.0 3.801937735804844 5.181943336052388 
-3.367702055640532e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.977622558064055e-17 0.3819660112501051 0.9999999999999998 1.3819660112501058 2.0 2.0 2.0 2.0 2.6180339887498936 2.999999999999999 3.618033988749893 
(-4.5923101492082804e-17+0j) (-7.283020473950199e-18-1.1413306242022761e-17j) (-7.283020473950199e-18+1.1413306242022761e-17j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (5.928114083924755e-16+0j) (0.41163600931489575+0j) (0.46592980327726846+0j) (0.7530203962825338+0j) (0.999999999999999+0j) (1.0000000000000004+0j) (1.0000000000000004+0j) (1.4064206546327145+0j) (2.0000000000000027+0j) (2.445041867912626+0j) (2.482695954991692+0j) (3.0000000000000013+0j) (3.0000000000000027+0j) (3.80193773580484+0j) (5.181943336052401+0j) (6.051374241731036+0j) 
-3.3306690738754696e-16 -1.34149749403904e-16 -1.1102230246251565e-16 -1.1102230246251565e-16 -3.367702055640532e-17 -3.367702055640532e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.9999999999999993 0.9999999999999998 0.9999999999999998 0.9999999999999999 1.0000000000000004 1.9999999999999998 2.0 2.0000000000000004 2.999999999999998 2.999999999999999 2.999999999999999 3.000000000000001 5.0 
-2.8142785071320787e-15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.08793852846802648 0.2047707517679459 0.4583168823302292 0.6370599157112142 0.7988012777916426 0.9221712343232216 1.0 1.0 1.0000000000000002 1.303139029115987 1.528754629979826 2.0000000000000013 2.480964337892071 2.8301334480490343 3.0693455680251462 3.1827635677301327 4.0 4.34103200156907 4.764946444049352 5.46230561477023 6.451323638705564 7.8160837646143095 8.660149365107026 
-4.3375686454566665e-16 -2.220446049250313e-16 -9.094953895878016e-17 -5.601209448092163e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.159898519711996e-16 0.41163600931489497 0.7530203962825339 1.0000000000000002 1.4064206546327125 2.0 2.000000000000001 2.0000000000000018 2.4450418679126242 3.0 3.8019377358048465 5.181943336052397 
